val_loss,val_accuracy,loss,accuracy,lr,epoch
1.365936531801,0.47024327516555786,1.371828811257741,0.4673924744129181,0.0010000000474974513,1
1.1096156236920327,0.5705907940864563,1.1153832167568256,0.5624457001686096,0.0010000000474974513,2
1.0506476431075227,0.6028453707695007,1.0010473706430192,0.6100401878356934,0.0010000000474974513,3
0.9514474014838191,0.6291268467903137,0.8978022921613565,0.6556527018547058,0.0010000000474974513,4
0.9509099112397997,0.6374891400337219,0.7886875386242241,0.7010208368301392,0.0010000000474974513,5
0.7464676543901942,0.7246959209442139,0.662312656097263,0.751846194267273,0.0010000000474974513,6
0.6423883008811911,0.7658557891845703,0.5111041343491767,0.8110339045524597,0.0010000000474974513,7
0.48932858476889435,0.8271068930625916,0.38817489035848324,0.8590084910392761,0.0010000000474974513,8
0.4139806064934859,0.853171169757843,0.2834601258061224,0.9016072750091553,0.0010000000474974513,9
0.39512533863454563,0.8655517101287842,0.2117225965930005,0.926857054233551,0.0010000000474974513,10
0.40911632369747375,0.8575152158737183,0.18855934136334343,0.9342419505119324,0.0010000000474974513,11
0.22939774119574333,0.9228931069374084,0.20695350632770593,0.9279974102973938,0.0010000000474974513,12
0.21609135451431277,0.9285404086112976,0.09480882692535114,0.9691300988197327,0.0010000000474974513,13
0.2042130331996728,0.9354909062385559,0.07207003180471636,0.9765692949295044,0.0010000000474974513,14
0.24579475005096607,0.9237619638442993,0.09035354805260663,0.9697545766830444,0.0010000000474974513,15
0.21929691489834457,0.927888810634613,0.09295784707442509,0.9686142206192017,0.0010000000474974513,16
0.3419780796968243,0.8895525336265564,0.1681643381875031,0.9426857233047485,0.0010000000474974513,17
0.13682294391390165,0.9588401317596436,0.058174522846069776,0.9819993376731873,0.0004000000189989805,18
0.11083095110823392,0.9687228202819824,0.027504636909323966,0.9929680824279785,0.0004000000189989805,19
0.10041966496017656,0.9699174761772156,0.020325136132259974,0.9946513772010803,0.0004000000189989805,20
0.09228235112987038,0.9743701219558716,0.017173643319420097,0.9958731532096863,0.0004000000189989805,21
0.09593350299634848,0.9724152684211731,0.0146417901359683,0.996497631072998,0.0004000000189989805,22
0.1062145301996108,0.967528223991394,0.01441765057334076,0.9964704513549805,0.0004000000189989805,23
0.10584741056962287,0.9677454233169556,0.014407887745249716,0.9958188533782959,0.0004000000189989805,24
0.08660583481836666,0.9763249158859253,0.009729548356415693,0.9975564479827881,0.00016000001050997525,25
0.0803917580220256,0.9787141680717468,0.0076224052869746355,0.9981266260147095,0.00016000001050997525,26
0.07662932719180861,0.9787141680717468,0.006707833628410912,0.9983981251716614,0.00016000001050997525,27
0.07526446541093232,0.9799087643623352,0.00644375310444494,0.9984796047210693,0.00016000001050997525,28
0.0810433679303198,0.9795829653739929,0.005836958901169382,0.9986153244972229,0.00016000001050997525,29
0.08629494327137475,0.9766507148742676,0.005732691552057914,0.9988868236541748,0.00016000001050997525,30
0.08392284655592346,0.975999116897583,0.00532894960851801,0.9986968040466309,0.00016000001050997525,31
0.07639341120511862,0.9807775616645813,0.00432760153938474,0.9990769028663635,6.400000711437315e-05,32
0.07871580896955745,0.980017364025116,0.004003386139663561,0.9991583228111267,6.400000711437315e-05,33
0.0761684936400079,0.980451762676239,0.00344356118963257,0.9992126226425171,6.400000711437315e-05,34
0.07430398583065857,0.9817550182342529,0.0032726471082446572,0.9993755221366882,2.5600002118153498e-05,35
0.07429450135969344,0.9809947609901428,0.002955491117013721,0.9993484020233154,2.5600002118153498e-05,36
0.073477200128876,0.9811033606529236,0.00281620323416764,0.9995113015174866,2.5600002118153498e-05,37
0.0724382636110605,0.9813206195831299,0.0026469808602977672,0.999565601348877,2.5600002118153498e-05,38
0.0720127428465925,0.9815378189086914,0.0025200404756363453,0.9996199011802673,2.5600002118153498e-05,39
0.07152159946471401,0.9818636178970337,0.0025694640265074968,0.9994570016860962,2.5600002118153498e-05,40
0.07171000878720647,0.9815378189086914,0.002474997553536543,0.9995384216308594,2.5600002118153498e-05,41
0.07203834394553756,0.982189416885376,0.002767555844614733,0.9993755221366882,2.5600002118153498e-05,42
0.07274554922815078,0.982189416885376,0.0024737533933447057,0.9994027018547058,2.5600002118153498e-05,43
0.07218600261825373,0.9818636178970337,0.002551682362217435,0.999484121799469,1.0240000847261399e-05,44
0.07277056613053437,0.9819722175598145,0.0024302280512027486,0.999484121799469,1.0240000847261399e-05,45
0.07247630267895169,0.9816464185714722,0.0023995530561733746,0.9995384216308594,1.0240000847261399e-05,46
0.0718932396147261,0.9822980165481567,0.0019075206332897878,0.9997013211250305,4.09600033890456e-06,47
0.07216071933637382,0.9819722175598145,0.0026477285322657773,0.9993755221366882,4.09600033890456e-06,48
0.07222964965413081,0.982189416885376,0.0022542412657232842,0.9995927214622498,4.09600033890456e-06,49
0.07247828840857434,0.9818636178970337,0.002247006325836562,0.9995384216308594,1.6384001355618238e-06,50
